SensorID,Local,Latitude,Longitude,Temperatura,Umidade,Vibracao,Qualidade_Solo,Risco,Data_Registro,Local_Enc,Risco_Enc
SENSOR-00233,Encosta Verde,-23.180875,-46.333829,25.24,86.27,1.23,54.04,Baixo,2025-03-22,1,1
SENSOR-00234,Encosta Verde,-23.200774,-46.36658,25.73,30.67,5.71,64.4,Médio,2025-05-02,1,2
SENSOR-00235,Encosta Verde,-23.281411,-46.435393,24.68,48.46,5.16,76.65,Médio,2025-03-06,1,2
SENSOR-00236,Encosta Verde,-23.337038,-46.563595,19.94,47.82,6.59,79.6,Médio,2025-05-15,1,2
SENSOR-00237,Vale Seguro,-23.2849,-46.432947,27.37,63.53,8.88,24.77,Alto,2025-03-09,4,0
SENSOR-00238,Morro Azul,-23.184852,-46.412224,20.95,32.12,0.58,98.25,Baixo,2025-03-11,2,1
SENSOR-00239,Serra Branca,-23.36564,-46.717282,37.06,25.31,9.66,3.3,Alto,2025-05-28,3,0
SENSOR-00240,Encosta Verde,-23.207508,-46.621887,29.36,77.72,1.45,9.11,Alto,2025-04-13,1,0
SENSOR-00241,Serra Branca,-23.366329,-46.797196,32.84,33.67,0.88,58.49,Baixo,2025-04-25,3,1
SENSOR-00242,Colina Alta,-23.455387,-46.615601,25.44,31.2,2.33,84.07,Baixo,2025-04-18,0,1
SENSOR-00243,Morro Azul,-23.020101,-46.714785,26.72,88.38,1.16,62.97,Baixo,2025-05-13,2,1
SENSOR-00244,Vale Seguro,-23.253444,-46.327643,35.11,70.98,3.89,42.89,Médio,2025-03-06,4,2
SENSOR-00245,Encosta Verde,-23.444719,-46.374799,34.61,86.94,3.35,26.47,Alto,2025-03-20,1,0
SENSOR-00246,Encosta Verde,-23.485036,-46.692654,17.31,43.25,8.02,10.41,Alto,2025-04-24,1,0
SENSOR-00247,Encosta Verde,-23.251041,-46.300562,17.91,70.26,3.25,88.31,Baixo,2025-03-12,1,1
SENSOR-00248,Serra Branca,-23.255459,-46.414767,39.17,79.28,2.87,5.39,Alto,2025-05-15,3,0
SENSOR-00249,Vale Seguro,-23.305085,-46.538213,32.15,49.0,2.06,42.93,Médio,2025-04-13,4,2
SENSOR-00250,Encosta Verde,-23.352099,-46.512919,21.89,82.13,0.73,19.87,Alto,2025-04-22,1,0
SENSOR-00251,Colina Alta,-23.4187,-46.452512,17.67,40.04,6.55,97.34,Médio,2025-03-11,0,2
SENSOR-00252,Colina Alta,-23.113019,-46.316199,31.71,63.27,3.83,88.79,Baixo,2025-05-09,0,1
SENSOR-00253,Serra Branca,-23.242055,-46.300331,33.45,46.76,9.04,21.42,Alto,2025-03-06,3,0
SENSOR-00254,Vale Seguro,-23.418033,-46.457771,32.9,69.18,6.03,82.19,Médio,2025-03-11,4,2
SENSOR-00255,Colina Alta,-23.006344,-46.776452,34.2,67.36,1.98,37.67,Médio,2025-04-07,0,2
SENSOR-00256,Morro Azul,-23.125444,-46.648146,26.56,62.92,3.51,72.17,Baixo,2025-04-22,2,1
SENSOR-00257,Serra Branca,-23.080226,-46.472027,18.74,92.76,4.2,43.44,Médio,2025-05-11,3,2
SENSOR-00258,Serra Branca,-23.050005,-46.686119,31.54,44.62,1.35,13.7,Alto,2025-03-06,3,0
SENSOR-00259,Serra Branca,-23.347017,-46.606171,27.85,42.85,7.82,93.38,Alto,2025-05-01,3,0
SENSOR-00260,Vale Seguro,-23.269357,-46.723371,26.92,55.84,9.7,8.96,Alto,2025-03-05,4,0
SENSOR-00261,Morro Azul,-23.015024,-46.767895,39.39,44.27,6.74,27.58,Alto,2025-03-04,2,0
SENSOR-00262,Morro Azul,-23.277574,-46.517162,35.51,59.59,6.83,24.24,Alto,2025-05-30,2,0
SENSOR-00263,Colina Alta,-23.472979,-46.462442,38.46,63.07,2.58,73.49,Baixo,2025-05-22,0,1
SENSOR-00264,Colina Alta,-23.265323,-46.341662,39.74,23.82,0.54,20.2,Alto,2025-05-16,0,0
SENSOR-00265,Morro Azul,-23.490257,-46.477697,26.18,43.11,8.48,93.07,Alto,2025-03-29,2,0
SENSOR-00266,Morro Azul,-23.271046,-46.691212,17.04,40.23,8.44,17.55,Alto,2025-05-22,2,0
SENSOR-00267,Encosta Verde,-23.070658,-46.655402,31.25,23.79,0.68,6.74,Alto,2025-04-17,1,0
SENSOR-00268,Colina Alta,-23.203454,-46.689185,38.51,57.05,1.11,34.88,Médio,2025-03-25,0,2
SENSOR-00269,Vale Seguro,-23.401617,-46.330237,33.26,88.56,0.35,14.97,Alto,2025-03-23,4,0
SENSOR-00270,Encosta Verde,-23.441685,-46.769323,31.38,30.97,9.15,58.35,Alto,2025-04-12,1,0
SENSOR-00271,Serra Branca,-23.308909,-46.301503,25.43,47.06,8.46,10.9,Alto,2025-03-04,3,0
SENSOR-00272,Serra Branca,-23.1936,-46.473342,36.82,39.9,7.82,26.35,Alto,2025-03-20,3,0
SENSOR-00273,Colina Alta,-23.218907,-46.754869,26.27,51.65,3.91,26.27,Alto,2025-04-02,0,0
SENSOR-00274,Encosta Verde,-23.094477,-46.531631,32.96,51.52,9.93,13.19,Alto,2025-04-10,1,0
SENSOR-00275,Encosta Verde,-23.203882,-46.342822,18.5,52.76,0.42,7.06,Alto,2025-04-09,1,0
SENSOR-00276,Encosta Verde,-23.026031,-46.661886,35.05,89.95,0.36,11.14,Alto,2025-03-27,1,0
SENSOR-00277,Encosta Verde,-23.437961,-46.447992,34.57,28.9,3.5,6.62,Alto,2025-05-20,1,0
SENSOR-00278,Morro Azul,-23.304397,-46.715344,33.56,50.29,1.58,92.02,Baixo,2025-03-30,2,1
SENSOR-00279,Vale Seguro,-23.38546,-46.422147,36.03,61.32,3.89,50.59,Baixo,2025-05-24,4,1
SENSOR-00280,Serra Branca,-23.138359,-46.61401,17.65,20.38,6.06,24.18,Alto,2025-03-12,3,0
SENSOR-00281,Morro Azul,-23.022814,-46.753457,19.15,55.53,3.23,35.29,Médio,2025-04-16,2,2
SENSOR-00282,Vale Seguro,-23.025149,-46.686924,22.14,66.13,6.46,92.9,Médio,2025-04-11,4,2
SENSOR-00283,Vale Seguro,-23.343387,-46.768742,39.74,75.46,3.77,89.23,Baixo,2025-03-28,4,1
SENSOR-00284,Serra Branca,-23.104301,-46.360091,38.93,83.26,8.74,84.67,Alto,2025-05-15,3,0
SENSOR-00285,Morro Azul,-23.039195,-46.717062,25.81,51.54,9.27,71.26,Alto,2025-05-06,2,0
SENSOR-00286,Vale Seguro,-23.487773,-46.327687,20.47,95.94,2.78,67.85,Baixo,2025-03-28,4,1
SENSOR-00287,Serra Branca,-23.495842,-46.321528,26.89,65.71,6.19,4.78,Alto,2025-04-02,3,0
SENSOR-00288,Colina Alta,-23.436069,-46.772601,30.63,95.02,8.62,40.47,Alto,2025-04-09,0,0
SENSOR-00289,Morro Azul,-23.127662,-46.410802,32.11,36.12,4.28,20.44,Alto,2025-05-16,2,0
SENSOR-00290,Colina Alta,-23.36193,-46.726699,22.69,40.81,2.52,91.51,Baixo,2025-03-28,0,1
SENSOR-00291,Morro Azul,-23.021701,-46.391914,19.95,89.56,4.78,75.65,Médio,2025-04-16,2,2
SENSOR-00292,Serra Branca,-23.0325,-46.776472,22.12,92.43,2.49,56.03,Baixo,2025-03-07,3,1
SENSOR-00293,Encosta Verde,-23.356455,-46.653529,30.79,63.52,7.94,79.79,Alto,2025-04-20,1,0
SENSOR-00294,Morro Azul,-23.141529,-46.451357,35.22,57.66,2.33,23.92,Alto,2025-05-19,2,0
SENSOR-00295,Morro Azul,-23.098657,-46.56488,38.16,93.23,2.3,12.84,Alto,2025-03-19,2,0
SENSOR-00296,Morro Azul,-23.164369,-46.316597,39.9,98.96,3.16,53.72,Baixo,2025-04-20,2,1
SENSOR-00297,Colina Alta,-23.038426,-46.595343,39.42,34.6,0.03,59.56,Baixo,2025-03-09,0,1
SENSOR-00298,Colina Alta,-23.176232,-46.651931,23.37,69.12,7.17,37.25,Alto,2025-03-08,0,0
SENSOR-00299,Serra Branca,-23.454806,-46.752735,15.25,93.79,1.75,43.45,Médio,2025-03-30,3,2
SENSOR-00300,Colina Alta,-23.121192,-46.759281,32.8,96.97,1.78,21.21,Alto,2025-03-16,0,0
SENSOR-00301,Morro Azul,-23.328794,-46.615886,21.93,43.27,5.72,60.44,Médio,2025-05-04,2,2
SENSOR-00302,Colina Alta,-23.43287,-46.428883,18.41,85.24,3.04,8.65,Alto,2025-05-12,0,0
SENSOR-00303,Morro Azul,-23.183131,-46.621245,32.17,38.3,5.84,25.91,Alto,2025-05-19,2,0
SENSOR-00304,Encosta Verde,-23.458627,-46.670055,31.13,95.82,0.44,15.93,Alto,2025-05-12,1,0
SENSOR-00305,Morro Azul,-23.07655,-46.759224,28.0,94.1,6.84,48.23,Médio,2025-05-30,2,2
SENSOR-00306,Morro Azul,-23.305175,-46.409269,35.9,71.29,1.36,87.89,Baixo,2025-05-31,2,1
SENSOR-00307,Vale Seguro,-23.425297,-46.631644,15.91,38.04,3.15,24.81,Alto,2025-05-31,4,0
SENSOR-00308,Serra Branca,-23.412509,-46.777788,33.24,55.46,0.5,31.99,Médio,2025-03-17,3,2
SENSOR-00309,Colina Alta,-23.442948,-46.769235,22.72,98.62,5.35,80.36,Médio,2025-04-26,0,2
SENSOR-00310,Serra Branca,-23.479275,-46.575375,37.31,60.88,5.34,78.45,Médio,2025-04-19,3,2
SENSOR-00311,Colina Alta,-23.209571,-46.444397,31.77,36.81,3.76,47.75,Médio,2025-05-14,0,2
SENSOR-00312,Morro Azul,-23.437452,-46.757922,27.55,69.81,9.78,46.72,Alto,2025-05-27,2,0
SENSOR-00313,Vale Seguro,-23.172205,-46.559044,15.68,80.2,8.2,51.47,Alto,2025-03-28,4,0
SENSOR-00314,Colina Alta,-23.14151,-46.78376,24.87,22.88,5.29,8.11,Alto,2025-06-01,0,0
SENSOR-00315,Vale Seguro,-23.340684,-46.582678,30.13,89.31,9.24,75.07,Alto,2025-05-21,4,0
SENSOR-00316,Colina Alta,-23.312971,-46.777539,18.23,87.64,3.15,16.26,Alto,2025-03-28,0,0
SENSOR-00317,Encosta Verde,-23.224667,-46.368459,38.28,47.54,0.95,81.09,Baixo,2025-05-26,1,1
SENSOR-00318,Serra Branca,-23.166069,-46.404757,15.99,74.41,8.74,88.39,Alto,2025-04-01,3,0
SENSOR-00319,Vale Seguro,-23.088585,-46.300242,28.04,54.95,6.08,57.47,Médio,2025-04-06,4,2
SENSOR-00320,Colina Alta,-23.000981,-46.301114,21.22,74.18,8.0,22.78,Alto,2025-04-13,0,0
SENSOR-00321,Morro Azul,-23.023934,-46.569295,39.38,81.05,2.41,16.87,Alto,2025-04-11,2,0
SENSOR-00322,Serra Branca,-23.22711,-46.721382,35.93,44.43,1.86,65.17,Baixo,2025-04-11,3,1
SENSOR-00323,Vale Seguro,-23.157089,-46.397959,38.14,82.39,9.23,56.62,Alto,2025-04-16,4,0
SENSOR-00324,Vale Seguro,-23.295129,-46.580538,33.02,52.61,6.48,34.85,Médio,2025-05-31,4,2
SENSOR-00325,Serra Branca,-23.159448,-46.787258,34.81,85.65,8.39,53.39,Alto,2025-06-01,3,0
SENSOR-00326,Vale Seguro,-23.249746,-46.336838,38.66,60.17,5.52,44.32,Médio,2025-05-22,4,2
SENSOR-00327,Colina Alta,-23.014505,-46.471053,27.84,35.05,7.29,92.22,Alto,2025-05-13,0,0
SENSOR-00328,Vale Seguro,-23.265911,-46.456628,24.84,27.01,2.6,21.72,Alto,2025-05-01,4,0
SENSOR-00329,Morro Azul,-23.18781,-46.365189,28.77,93.86,8.65,51.59,Alto,2025-05-14,2,0
SENSOR-00330,Encosta Verde,-23.267284,-46.329172,20.7,60.59,8.08,39.9,Alto,2025-05-30,1,0
SENSOR-00331,Serra Branca,-23.164087,-46.787593,28.47,83.37,4.89,7.46,Alto,2025-05-30,3,0
SENSOR-00332,Vale Seguro,-23.03964,-46.551425,26.92,33.74,4.59,99.17,Médio,2025-04-01,4,2
SENSOR-00333,Colina Alta,-23.482413,-46.572607,31.48,49.8,0.73,52.12,Baixo,2025-05-01,0,1
SENSOR-00334,Morro Azul,-23.066884,-46.375981,15.76,55.37,6.75,27.29,Alto,2025-04-21,2,0
SENSOR-00335,Encosta Verde,-23.04392,-46.404454,25.35,62.03,0.1,95.02,Baixo,2025-04-08,1,1
SENSOR-00336,Colina Alta,-23.284163,-46.64453,28.43,51.06,0.65,10.55,Alto,2025-04-10,0,0
SENSOR-00337,Encosta Verde,-23.08079,-46.62475,28.68,42.06,1.59,60.26,Baixo,2025-04-01,1,1
SENSOR-00338,Encosta Verde,-23.028805,-46.675992,20.16,88.3,4.32,26.44,Alto,2025-05-17,1,0
SENSOR-00339,Encosta Verde,-23.154827,-46.375089,15.47,77.86,9.23,82.72,Alto,2025-04-28,1,0
SENSOR-00340,Vale Seguro,-23.2571,-46.525704,20.58,32.79,6.99,22.75,Alto,2025-03-04,4,0
SENSOR-00341,Serra Branca,-23.011718,-46.347406,32.66,69.85,7.13,47.45,Alto,2025-05-20,3,0
SENSOR-00342,Encosta Verde,-23.014729,-46.687117,36.11,26.07,1.98,39.69,Médio,2025-05-16,1,2
SENSOR-00343,Encosta Verde,-23.488644,-46.404518,29.91,50.6,1.99,71.36,Baixo,2025-03-30,1,1
SENSOR-00344,Vale Seguro,-23.36631,-46.697345,16.79,35.3,1.96,77.13,Baixo,2025-04-29,4,1
SENSOR-00345,Vale Seguro,-23.429665,-46.796553,38.75,40.06,2.25,87.99,Baixo,2025-03-20,4,1
SENSOR-00346,Serra Branca,-23.242477,-46.367527,17.55,93.25,9.23,50.46,Alto,2025-04-30,3,0
SENSOR-00347,Encosta Verde,-23.368921,-46.36814,21.57,36.05,1.73,88.04,Baixo,2025-04-14,1,1
SENSOR-00348,Encosta Verde,-23.384795,-46.634806,34.62,64.35,0.11,60.63,Baixo,2025-03-20,1,1
SENSOR-00349,Colina Alta,-23.338343,-46.303732,37.68,43.84,1.21,11.72,Alto,2025-03-25,0,0
SENSOR-00350,Serra Branca,-23.319139,-46.405534,22.43,48.66,4.19,36.5,Médio,2025-04-19,3,2
SENSOR-00351,Colina Alta,-23.294258,-46.485461,22.89,95.51,1.42,22.91,Alto,2025-04-07,0,0
SENSOR-00352,Colina Alta,-23.323359,-46.754011,32.96,72.42,7.25,20.86,Alto,2025-05-12,0,0
SENSOR-00353,Serra Branca,-23.413442,-46.303543,27.42,70.76,3.36,48.99,Médio,2025-05-04,3,2
SENSOR-00354,Vale Seguro,-23.039139,-46.362066,39.39,60.93,6.03,46.94,Médio,2025-04-28,4,2
SENSOR-00355,Morro Azul,-23.472832,-46.691305,20.21,98.12,8.66,37.16,Alto,2025-03-08,2,0
SENSOR-00356,Colina Alta,-23.323938,-46.676593,15.69,40.68,8.6,40.11,Alto,2025-05-09,0,0
SENSOR-00357,Colina Alta,-23.289997,-46.395879,15.28,49.99,4.51,1.74,Alto,2025-04-22,0,0
SENSOR-00358,Vale Seguro,-23.431882,-46.752521,21.85,52.79,8.61,37.78,Alto,2025-03-15,4,0
SENSOR-00359,Morro Azul,-23.213699,-46.492928,18.84,71.78,0.32,97.68,Baixo,2025-03-06,2,1
SENSOR-00360,Morro Azul,-23.074426,-46.620331,22.01,74.45,0.74,26.11,Alto,2025-04-07,2,0
SENSOR-00361,Vale Seguro,-23.088422,-46.431114,32.25,47.31,5.11,15.41,Alto,2025-06-01,4,0
SENSOR-00362,Vale Seguro,-23.085667,-46.579657,21.84,49.35,8.66,17.35,Alto,2025-03-25,4,0
SENSOR-00363,Vale Seguro,-23.122894,-46.725602,34.02,86.03,0.97,0.33,Alto,2025-04-16,4,0
SENSOR-00364,Morro Azul,-23.268458,-46.450228,39.06,42.5,3.3,2.44,Alto,2025-04-10,2,0
SENSOR-00365,Serra Branca,-23.015409,-46.409872,28.68,48.05,3.37,0.88,Alto,2025-04-09,3,0
SENSOR-00366,Vale Seguro,-23.184147,-46.455801,20.36,46.17,9.5,6.27,Alto,2025-04-26,4,0
SENSOR-00367,Encosta Verde,-23.266817,-46.46718,32.44,56.84,1.09,36.52,Médio,2025-05-08,1,2
SENSOR-00368,Morro Azul,-23.103883,-46.365549,29.12,91.63,9.39,88.2,Alto,2025-04-25,2,0
SENSOR-00369,Colina Alta,-23.310973,-46.415868,38.84,46.97,8.27,41.06,Alto,2025-05-21,0,0
SENSOR-00370,Vale Seguro,-23.153417,-46.386274,26.61,88.17,9.23,44.61,Alto,2025-05-25,4,0
SENSOR-00371,Serra Branca,-23.101538,-46.781526,22.45,52.69,1.55,89.79,Baixo,2025-04-10,3,1
SENSOR-00372,Serra Branca,-23.420953,-46.305673,19.93,20.66,6.3,53.68,Médio,2025-03-10,3,2
SENSOR-00373,Vale Seguro,-23.003906,-46.639885,28.7,94.73,0.3,94.19,Baixo,2025-05-30,4,1
SENSOR-00374,Morro Azul,-23.109658,-46.755852,35.14,47.16,6.85,64.5,Médio,2025-04-07,2,2
SENSOR-00375,Vale Seguro,-23.080732,-46.702999,29.32,57.69,0.05,42.88,Médio,2025-05-10,4,2
SENSOR-00376,Morro Azul,-23.12506,-46.504617,34.13,61.32,6.94,21.72,Alto,2025-03-23,2,0
SENSOR-00377,Morro Azul,-23.333931,-46.308402,30.84,50.09,7.7,72.16,Alto,2025-05-31,2,0
SENSOR-00378,Encosta Verde,-23.448216,-46.709462,29.6,59.75,1.89,11.7,Alto,2025-04-28,1,0
SENSOR-00379,Encosta Verde,-23.316198,-46.377632,27.96,63.88,7.89,15.94,Alto,2025-05-06,1,0
SENSOR-00380,Serra Branca,-23.284836,-46.435299,20.1,66.97,5.92,64.33,Médio,2025-04-05,3,2
SENSOR-00381,Vale Seguro,-23.252492,-46.754834,18.52,58.7,4.98,6.8,Alto,2025-04-13,4,0
SENSOR-00382,Encosta Verde,-23.1566,-46.301775,24.47,39.4,8.6,62.27,Alto,2025-06-01,1,0
SENSOR-00383,Morro Azul,-23.246657,-46.699388,35.33,34.95,4.41,40.03,Médio,2025-05-28,2,2
SENSOR-00384,Encosta Verde,-23.366341,-46.628423,25.15,96.14,6.09,36.16,Médio,2025-05-14,1,2
SENSOR-00385,Serra Branca,-23.418315,-46.728856,21.87,24.86,5.81,86.9,Médio,2025-03-30,3,2
SENSOR-00386,Morro Azul,-23.202535,-46.498207,20.01,98.79,7.97,82.41,Alto,2025-04-02,2,0
SENSOR-00387,Morro Azul,-23.290308,-46.361014,31.35,63.39,6.31,28.82,Alto,2025-04-24,2,0
SENSOR-00388,Colina Alta,-23.271685,-46.54626,36.59,27.77,0.13,79.69,Baixo,2025-05-29,0,1
SENSOR-00389,Vale Seguro,-23.333117,-46.381082,32.85,29.63,5.4,10.25,Alto,2025-03-23,4,0
SENSOR-00390,Vale Seguro,-23.309157,-46.432748,33.7,25.32,0.48,82.77,Baixo,2025-05-12,4,1
SENSOR-00391,Serra Branca,-23.37138,-46.607503,38.59,24.77,2.17,82.2,Baixo,2025-04-05,3,1
SENSOR-00392,Vale Seguro,-23.490978,-46.55166,32.08,67.73,8.94,47.22,Alto,2025-05-11,4,0
SENSOR-00393,Vale Seguro,-23.177438,-46.37251,19.15,65.88,6.81,91.19,Médio,2025-03-05,4,2
SENSOR-00394,Morro Azul,-23.296214,-46.437286,24.12,23.44,7.99,67.84,Alto,2025-05-12,2,0
SENSOR-00395,Colina Alta,-23.267135,-46.376311,18.88,59.05,7.9,58.99,Alto,2025-05-21,0,0
SENSOR-00396,Serra Branca,-23.256293,-46.59755,34.59,68.51,2.45,22.37,Alto,2025-04-01,3,0
SENSOR-00397,Colina Alta,-23.455957,-46.428813,33.07,58.54,3.8,20.59,Alto,2025-05-29,0,0
SENSOR-00398,Serra Branca,-23.229736,-46.549379,20.11,44.67,5.58,80.56,Médio,2025-05-17,3,2
SENSOR-00399,Serra Branca,-23.206204,-46.778198,16.97,72.01,5.7,63.12,Médio,2025-03-17,3,2
SENSOR-00400,Colina Alta,-23.206047,-46.791989,31.54,99.81,1.19,36.85,Médio,2025-05-28,0,2
SENSOR-00401,Vale Seguro,-23.483592,-46.44888,33.34,36.47,3.65,88.02,Baixo,2025-05-05,4,1
SENSOR-00402,Vale Seguro,-23.394199,-46.69794,35.22,48.24,8.73,48.48,Alto,2025-03-25,4,0
SENSOR-00403,Encosta Verde,-23.109946,-46.56498,18.71,52.89,4.46,14.61,Alto,2025-04-02,1,0
SENSOR-00404,Morro Azul,-23.063807,-46.763767,15.44,84.15,9.03,53.79,Alto,2025-05-08,2,0
SENSOR-00405,Morro Azul,-23.38364,-46.618387,38.53,62.53,5.73,16.82,Alto,2025-04-03,2,0
SENSOR-00406,Encosta Verde,-23.102204,-46.703656,36.97,67.81,3.68,69.15,Baixo,2025-03-16,1,1
SENSOR-00407,Colina Alta,-23.432223,-46.429233,32.41,73.3,7.46,0.9,Alto,2025-04-30,0,0
SENSOR-00408,Colina Alta,-23.223765,-46.725735,26.49,49.62,1.94,91.91,Baixo,2025-03-08,0,1
SENSOR-00409,Serra Branca,-23.061748,-46.377333,27.21,70.58,5.4,11.69,Alto,2025-04-21,3,0
SENSOR-00410,Morro Azul,-23.328919,-46.53328,15.86,33.31,7.34,49.79,Alto,2025-03-13,2,0
SENSOR-00411,Encosta Verde,-23.21934,-46.592301,24.34,23.23,4.0,4.89,Alto,2025-05-08,1,0
SENSOR-00412,Serra Branca,-23.393882,-46.688557,30.89,55.97,1.28,35.34,Médio,2025-04-11,3,2
SENSOR-00413,Vale Seguro,-23.22147,-46.739804,20.49,33.81,3.37,25.09,Alto,2025-03-15,4,0
SENSOR-00414,Encosta Verde,-23.311385,-46.788547,18.36,59.39,0.37,61.54,Baixo,2025-05-15,1,1
SENSOR-00415,Vale Seguro,-23.199679,-46.789332,25.45,66.56,7.59,74.9,Alto,2025-05-20,4,0
SENSOR-00416,Encosta Verde,-23.063853,-46.594159,31.85,70.48,4.68,82.09,Médio,2025-03-30,1,2
SENSOR-00417,Vale Seguro,-23.434292,-46.579297,29.98,21.83,7.24,63.23,Alto,2025-03-26,4,0
SENSOR-00418,Encosta Verde,-23.298651,-46.433457,32.69,32.9,1.25,7.47,Alto,2025-03-21,1,0
SENSOR-00419,Encosta Verde,-23.147652,-46.705442,24.4,58.6,2.46,58.8,Baixo,2025-05-16,1,1
SENSOR-00420,Morro Azul,-23.011639,-46.427154,15.26,51.74,0.52,35.24,Médio,2025-04-27,2,2
SENSOR-00421,Encosta Verde,-23.214542,-46.661358,24.33,34.0,6.98,99.71,Médio,2025-05-05,1,2
SENSOR-00422,Vale Seguro,-23.02311,-46.381009,19.7,85.63,5.74,31.96,Médio,2025-03-13,4,2
SENSOR-00423,Vale Seguro,-23.084759,-46.677827,23.37,64.78,6.62,63.36,Médio,2025-03-04,4,2
SENSOR-00424,Colina Alta,-23.109961,-46.615448,29.63,71.04,8.56,18.67,Alto,2025-03-16,0,0
SENSOR-00425,Vale Seguro,-23.032208,-46.682777,25.52,24.08,0.63,66.6,Baixo,2025-03-28,4,1
SENSOR-00426,Colina Alta,-23.351728,-46.575807,25.53,24.63,1.58,67.43,Baixo,2025-05-02,0,1
SENSOR-00427,Serra Branca,-23.055622,-46.5028,20.27,33.7,8.71,27.46,Alto,2025-04-08,3,0
SENSOR-00428,Vale Seguro,-23.1013,-46.710115,17.22,51.59,8.59,73.27,Alto,2025-04-06,4,0
SENSOR-00429,Vale Seguro,-23.433038,-46.462612,15.43,40.0,9.74,91.38,Alto,2025-05-02,4,0
SENSOR-00430,Serra Branca,-23.010961,-46.660273,27.25,45.11,5.4,11.72,Alto,2025-05-09,3,0
SENSOR-00431,Colina Alta,-23.221751,-46.334288,25.04,88.22,3.02,28.93,Alto,2025-03-23,0,0
SENSOR-00432,Encosta Verde,-23.294655,-46.652333,32.98,41.27,4.19,49.41,Médio,2025-04-30,1,2
SENSOR-00433,Encosta Verde,-23.187272,-46.343111,37.85,28.3,1.03,99.07,Baixo,2025-04-28,1,1
SENSOR-00434,Encosta Verde,-23.153828,-46.750686,32.87,77.78,6.42,15.28,Alto,2025-04-18,1,0
SENSOR-00435,Vale Seguro,-23.281828,-46.475354,37.72,33.38,7.12,45.85,Alto,2025-03-09,4,0
SENSOR-00436,Morro Azul,-23.424497,-46.702457,29.99,53.52,4.7,15.32,Alto,2025-03-11,2,0
SENSOR-00437,Morro Azul,-23.350891,-46.461494,21.8,22.59,7.05,93.76,Alto,2025-04-28,2,0
SENSOR-00438,Serra Branca,-23.316002,-46.621149,31.19,26.8,5.76,52.64,Médio,2025-04-12,3,2
SENSOR-00439,Serra Branca,-23.094898,-46.341298,20.09,60.82,5.45,51.1,Médio,2025-03-14,3,2
SENSOR-00440,Morro Azul,-23.275624,-46.413434,18.16,51.3,1.53,49.68,Médio,2025-04-18,2,2
SENSOR-00441,Encosta Verde,-23.172222,-46.548941,35.74,62.87,0.92,81.37,Baixo,2025-03-14,1,1
SENSOR-00442,Colina Alta,-23.283462,-46.660955,20.11,85.75,8.56,11.87,Alto,2025-05-01,0,0
SENSOR-00443,Morro Azul,-23.100101,-46.630591,15.97,89.34,0.9,91.79,Baixo,2025-03-25,2,1
SENSOR-00444,Serra Branca,-23.399179,-46.697358,27.32,52.62,3.47,87.35,Baixo,2025-05-14,3,1
SENSOR-00445,Colina Alta,-23.186232,-46.374964,27.2,23.2,5.25,99.7,Médio,2025-04-17,0,2
SENSOR-00446,Encosta Verde,-23.439269,-46.311655,22.09,66.5,7.48,13.75,Alto,2025-06-02,1,0
SENSOR-00447,Morro Azul,-23.018949,-46.76837,21.37,78.91,3.68,49.29,Médio,2025-05-13,2,2
SENSOR-00448,Morro Azul,-23.084988,-46.656266,26.96,96.44,4.92,22.18,Alto,2025-05-10,2,0
SENSOR-00449,Morro Azul,-23.438731,-46.691709,38.18,29.72,3.82,56.43,Baixo,2025-05-19,2,1
SENSOR-00450,Vale Seguro,-23.166384,-46.375026,24.43,75.93,2.31,83.74,Baixo,2025-03-30,4,1
SENSOR-00451,Colina Alta,-23.184801,-46.775451,36.67,81.74,4.63,46.71,Médio,2025-04-06,0,2
SENSOR-00452,Colina Alta,-23.278342,-46.699762,22.66,39.7,5.85,67.31,Médio,2025-06-02,0,2
SENSOR-00453,Colina Alta,-23.362302,-46.453279,18.35,66.78,7.81,59.88,Alto,2025-05-03,0,0
SENSOR-00454,Serra Branca,-23.341927,-46.642524,33.57,43.27,6.73,38.61,Médio,2025-04-01,3,2
SENSOR-00455,Serra Branca,-23.126552,-46.410931,32.39,52.91,7.75,27.92,Alto,2025-05-25,3,0
SENSOR-00456,Encosta Verde,-23.03819,-46.531213,35.4,20.37,4.6,55.65,Médio,2025-05-03,1,2
SENSOR-00457,Encosta Verde,-23.252195,-46.490987,39.8,38.94,7.14,86.61,Alto,2025-05-14,1,0
SENSOR-00458,Colina Alta,-23.027008,-46.748466,29.48,36.25,7.13,97.39,Alto,2025-04-02,0,0
SENSOR-00459,Encosta Verde,-23.076309,-46.605301,22.12,27.88,3.52,87.35,Baixo,2025-04-28,1,1
SENSOR-00460,Morro Azul,-23.023817,-46.633253,33.26,39.23,5.52,59.44,Médio,2025-03-29,2,2
SENSOR-00461,Encosta Verde,-23.369178,-46.548951,15.57,91.15,6.54,14.92,Alto,2025-03-04,1,0
SENSOR-00462,Serra Branca,-23.294826,-46.661927,32.71,62.49,0.7,37.39,Médio,2025-04-22,3,2
SENSOR-00463,Morro Azul,-23.259468,-46.530168,16.13,42.79,9.88,5.44,Alto,2025-03-26,2,0
SENSOR-00464,Serra Branca,-23.348592,-46.373827,34.46,56.96,6.36,98.67,Médio,2025-04-01,3,2
SENSOR-00465,Colina Alta,-23.091829,-46.706196,35.9,54.42,8.24,62.59,Alto,2025-03-11,0,0
